"uniqid","yrint","yrborn","female","race","marital","educ","realrinc","health"
35101,1996,1971,1,1,1,12,8156,3
54178,2010,1974,1,1,3,14,16835,3
30681,1994,1952,1,1,3,12,10505,2
10051,1978,1920,1,1,2,12,24879,NA
45767,2004,1964,1,1,1,14,19623.5,NA
16317,1984,1948,1,1,1,18,20635,4
38416,2000,1956,1,2,5,12,12468,3
44502,2004,1944,0,1,3,12,12830.75,NA
46230,2004,1960,1,1,1,12,8302.25,4
47173,2006,1984,0,2,5,12,6395.625,3
11283,1980,1960,0,1,5,12,5287,4
31752,1994,1951,1,1,3,13,12415,2
8057,1977,1913,0,1,1,8,10594,3
36436,1998,1950,1,1,3,12,16363,4
45133,2004,1937,1,1,1,14,14340.25,NA
48589,2006,1972,1,2,1,12,21318.75,3
41619,2002,1957,1,1,1,16,17206.75,NA
50609,2006,1941,1,1,3,9,5116.5,3
49092,2006,1979,0,1,5,17,10659.375,4
39938,2000,1935,1,1,1,18,7481,3
18126,1985,1941,0,1,1,16,96036,4
34164,1996,1968,0,2,5,16,8156,4
7349,1976,1949,1,1,1,12,1019,4
45372,2004,1966,1,2,1,17,40756.5,3
19261,1986,1944,1,1,1,14,19111,NA
54008,2010,1985,0,1,1,13,1036,4
11044,1980,1912,0,1,1,10,3021,3
14606,1983,1919,1,1,2,12,3976,NA
47265,2006,1925,0,1,5,12,7816.875,3
51705,2008,1982,1,1,5,11,7363.125,2
39065,2000,1961,0,1,1,15,66500,4
20220,1987,1940,1,2,3,12,45000,4
53063,2010,1975,0,1,5,16,42735,NA
26052,1990,1955,1,2,4,10,9980,3
39539,2000,1968,0,2,1,12,14131,3
43742,2004,1943,1,1,1,15,16604.5,4
7087,1976,1924,0,1,1,17,81652,3
21732,1987,1956,1,2,1,9,11250,3
24097,1989,1966,0,1,5,14,17394,3
47148,2006,1937,0,1,5,10,46901.25,3
50602,2006,1983,1,1,5,14,9238.125,NA
13500,1982,1945,1,2,3,12,9042,3
24480,1989,1956,0,1,1,12,17394,NA
49421,2006,1978,0,1,3,11,18476.25,2
13085,1982,1957,1,1,4,14,19591,3
46226,2004,1960,0,1,1,15,40756.5,NA
36348,1998,1966,1,1,1,20,22392,4
40430,2000,1950,0,1,3,12,29925,3
24327,1989,1949,0,1,1,14,12756,NA
5960,1975,1933,0,1,1,18,38910,4
38988,2000,1972,0,1,1,14,12468,3
9112,1977,1933,1,2,1,16,21669,3
28694,1993,1946,0,1,1,19,3537,NA
11511,1980,1921,0,1,1,10,20770,4
25421,1990,1936,0,1,1,12,21068,4
14165,1983,1957,0,1,1,12,26411,NA
42275,2002,1944,1,1,3,13,14860.375,2
35556,1998,1951,1,1,3,14,31005,2
33987,1996,1955,1,1,2,14,11781,3
19151,1986,1952,1,1,5,12,6625,NA
29601,1994,1955,0,1,1,12,24830,NA
33617,1996,1934,0,1,1,16,48938,1
25215,1990,1948,0,1,1,13,18851,4
13728,1982,1956,0,2,1,12,2411,3
46207,2004,1956,0,1,1,19,11321.25,NA
20473,1987,1938,0,1,1,14,45000,4
39011,2000,1948,0,1,1,18,29925,4
6302,1976,1928,1,1,1,12,4074,4
32504,1996,1966,0,1,4,16,27188,3
18279,1985,1929,1,1,1,12,14515,3
9275,1978,1923,0,1,1,12,67851,NA
13224,1982,1952,0,1,1,19,36167,4
11826,1980,1945,0,1,1,12,20770,4
40706,2000,1965,1,3,1,12,7481,NA
26662,1991,1952,0,1,1,18,22980,4
17159,1985,1942,0,1,1,12,44863,4
35036,1996,1967,0,1,4,11,17038,2
33234,1996,1963,1,1,5,16,17038,4
15579,1983,1958,0,1,5,10,2272,NA
46640,2006,1971,1,1,1,19,18476.25,4
35286,1998,1971,1,1,5,17,11196,4
33660,1996,1950,0,1,3,20,92692,4
27968,1993,1921,1,1,2,8,7074,1
32396,1996,1965,0,1,5,16,1450,3
16424,1984,1950,1,1,3,12,33016,3
38346,2000,1973,0,3,1,12,21612,3
43864,2004,1979,0,1,5,11,14340.25,NA
52220,2008,1954,0,1,1,13,24097.5,3
30857,1994,1931,1,1,1,12,16235,4
21004,1987,1967,1,1,5,12,5500,3
37944,1998,1970,1,1,1,16,9473,3
22072,1988,1932,0,2,3,14,26538,NA
42494,2002,1968,0,1,1,10,7039.125,2
37240,1998,1947,1,1,3,12,22392,2
20922,1987,1965,0,1,5,14,2000,2
49165,2006,1976,0,1,5,15,18476.25,4
27469,1991,1960,1,1,1,17,418,NA
9847,1978,1940,1,1,1,11,3619,NA
29239,1993,1951,1,3,1,15,4323,NA
31931,1994,1949,0,1,1,15,24830,2
11253,1980,1928,0,2,3,12,16994,4
24913,1990,1940,1,2,1,16,28830,3
21059,1987,1939,0,1,1,12,55000,3
13787,1982,1958,0,2,5,14,603,3
39690,2000,1973,1,1,5,14,10806,3
11364,1980,1945,0,1,1,16,13595,4
35869,1998,1938,1,2,1,14,18947,3
47576,2006,1976,0,1,1,17,2558.25,4
29009,1993,1969,0,1,1,11,12773,NA
36897,1998,1961,1,1,5,16,25837,4
37510,1998,1964,0,1,5,12,3789,3
13811,1982,1931,0,2,5,14,36167,3
15564,1983,1930,0,1,5,14,12779,NA
18164,1985,1924,0,1,1,13,44863,4
37209,1998,1964,0,1,1,18,37895,3
34355,1996,1957,1,3,1,10,1450,4
8940,1977,1935,0,1,1,10,17335,3
6960,1976,1956,1,1,5,12,13242,3
13701,1982,1950,1,2,1,18,13563,3
11088,1980,1916,1,1,2,12,16994,4
24346,1989,1950,0,1,1,16,25511,4
51396,2008,1968,1,2,1,13,4016.25,NA
11054,1980,1928,1,1,3,14,20770,2
41361,2002,1960,1,1,5,16,34413.5,3
9071,1977,1955,0,1,1,8,8667,3
43057,2002,1980,0,1,1,11,14860.375,4
44392,2004,1974,1,2,1,12,19623.5,4
20749,1987,1959,0,2,5,12,13750,4
41464,2002,1953,1,1,1,15,34413.5,4
47328,2006,1987,0,1,5,9,284.25,3
30316,1994,1947,0,1,2,14,34380,NA
7519,1976,1955,1,1,1,12,4074,4
29262,1993,1962,0,1,1,15,25545,NA
14391,1983,1927,0,1,1,8,26411,NA
53428,2010,1972,1,1,3,15,19425,NA
30017,1994,1966,0,1,5,9,10505,NA
13986,1983,1927,0,1,1,7,26411,NA
30138,1994,1938,1,1,1,16,3438,4
31938,1994,1952,1,1,5,12,14325,4
50934,2006,1964,0,2,1,12,15633.75,NA
16938,1984,1959,1,1,1,16,20635,3
12428,1982,1934,1,2,3,7,2411,2
44738,2004,1956,1,1,3,15,14340.25,NA
3389,1974,1918,0,1,1,18,96450,4
29563,1994,1964,1,1,5,16,34380,4
52136,2008,1953,1,2,1,12,17403.75,2
22569,1988,1949,1,1,1,16,10857,NA
4598,1974,1898,0,1,5,9,8636,2
20327,1987,1950,1,1,3,16,21250,2
49680,2006,1977,1,1,1,15,7816.875,2
32157,1994,1960,1,1,3,12,6876,2
17482,1985,1939,1,1,1,12,17154,4
40995,2002,1975,1,1,5,14,3441.35,3
39117,2000,1944,1,1,3,12,21612,NA
13173,1982,1936,1,1,1,12,2411,3
19531,1986,1951,1,1,1,20,14015,NA
48699,2006,1943,0,3,1,20,1137,NA
17177,1985,1909,1,1,2,12,9500,2
16846,1984,1954,1,2,1,16,17884,3
36981,1998,1962,1,1,3,13,9473,2
13551,1982,1922,0,1,5,12,13563,3
36301,1998,1953,1,3,1,16,31005,4
5198,1975,1932,1,1,3,16,16676,4
51673,2008,1986,0,1,1,15,44178.75,NA
54619,2010,1979,0,3,1,13,34965,2
51747,2008,1964,1,1,1,12,267.75,1
13623,1982,1961,0,1,1,12,5425,3
19765,1986,1962,1,1,1,13,4587,NA
25462,1990,1954,1,1,1,14,14415,4
39842,2000,1964,1,1,5,11,4987,NA
26493,1991,1962,1,1,5,18,22980,NA
26269,1991,1965,1,1,5,20,17757,3
11274,1980,1947,1,1,3,10,9819,3
9816,1978,1951,0,1,1,16,29402,NA
38744,2000,1965,0,3,1,16,29925,4
30970,1994,1960,1,1,5,13,17954,4
18759,1986,1960,1,2,1,14,11466,NA
41015,2002,1964,1,1,1,14,20335.25,NA
7760,1977,1928,0,1,1,20,72229,3
21811,1987,1968,1,2,5,12,2000,3
22280,1988,1944,1,1,4,18,10857,3
9057,1977,1924,0,1,1,7,72229,1
31481,1994,1952,0,1,1,13,28650,3
37967,1998,1958,1,1,1,9,2411,3
45872,2004,1949,1,1,1,15,33209,4
17221,1985,1955,1,1,1,12,11876,3
21312,1987,1964,0,1,1,12,9000,3
33309,1996,1964,1,2,1,12,8156,4
31580,1994,1962,0,1,5,16,24830,3
52587,2008,1952,0,1,1,15,29452.5,2
9861,1978,1914,1,1,2,11,3619,NA
35010,1996,1943,0,1,1,7,39875,2
44995,2004,1961,1,1,1,19,134008.44,3
20557,1987,1958,1,1,5,17,16250,4
51265,2008,1973,0,1,1,12,36146.25,NA
24691,1989,1959,0,1,1,12,17394,4
38984,2000,1948,0,1,5,8,7481,3
7902,1977,1942,0,1,1,12,31299,4
20940,1987,1959,0,2,1,16,23750,3
49705,2006,1965,0,1,1,16,56850,NA
45325,2004,1942,1,1,1,19,4528.5,NA
33212,1996,1936,1,1,2,12,9969,3
4910,1975,1914,1,1,1,12,20011,2
48056,2006,1971,0,2,1,14,46901.25,4
29957,1994,1933,0,1,3,12,21010,2
20038,1986,1963,0,1,5,15,510,NA
46659,2006,1975,1,1,5,16,7816.875,3
15035,1983,1922,0,1,1,10,15619,NA
49221,2006,1935,0,3,1,20,38373.75,NA
53685,2010,1982,1,1,1,12,8417.5,3
51324,2008,1982,1,2,5,11,3480.75,NA
34385,1996,1969,1,1,1,16,19938,4
52828,2008,1971,1,1,3,15,24097.5,3
5877,1975,1923,0,1,1,12,16676,2
48743,2006,1960,1,1,1,16,159292.27,4
5841,1975,1946,0,1,1,14,27793,4
38322,2000,1970,0,1,4,19,134018,3
21896,1988,1964,1,1,1,12,1930,3
43534,2002,1955,0,1,1,14,42234.75,3
37999,1998,1970,1,1,4,12,4478,3
43365,2002,1943,1,1,1,12,312.85,NA
13643,1982,1927,0,2,1,14,36167,4
6938,1976,1926,0,2,1,12,13242,2
4733,1975,1935,1,1,1,16,16676,4
30584,1994,1960,1,2,5,12,28650,3
24838,1989,1956,0,1,1,15,41746,4
27858,1993,1923,1,2,2,12,8843,4
48499,2006,1934,0,1,2,20,4263.75,4
36999,1998,1958,1,1,1,12,5167,4
41443,2002,1947,0,2,1,15,20335.25,1
6784,1976,1951,0,1,1,12,18335,4
39791,2000,1950,1,1,2,12,21612,4
28950,1993,1926,1,1,1,16,18471,3
32420,1996,1959,1,2,5,16,17038,3
11481,1980,1961,0,1,5,11,755,4
53324,2010,1982,0,2,4,15,28490,3
24730,1989,1956,0,1,1,13,15075,4
29732,1994,1948,0,2,1,12,14325,3
50063,2006,1958,1,1,1,13,6395.625,NA
23930,1989,1956,1,1,1,13,12756,NA
31236,1994,1960,0,1,5,15,42020,NA
18467,1985,1919,0,1,1,12,44863,3
53080,2010,1926,1,1,3,16,2331,4
20373,1987,1951,1,1,1,12,3500,3
30015,1994,1974,0,1,5,11,1528,3
39424,2000,1958,1,1,3,14,24937,3
47495,2006,1966,1,1,1,16,1137,4
20623,1987,1919,0,2,1,14,21250,3
25298,1990,1943,0,1,1,12,21068,3
21116,1987,1930,0,1,1,16,32500,3
31617,1994,1961,0,1,5,14,21010,NA
14005,1983,1922,0,1,1,16,81266,NA
11238,1980,1927,0,1,1,7,32100,3
36424,1998,1924,0,1,1,16,22392,3
35609,1998,1943,0,1,1,15,56842,3
37731,1998,1962,1,1,1,12,14641,4
25110,1990,1938,0,1,1,19,28830,3
29157,1993,1943,1,1,4,13,7074,2
35873,1998,1946,1,1,3,17,37895,4
27751,1991,1964,0,1,1,12,9401,NA
38179,2000,1973,1,2,5,16,21612,3
35988,1998,1978,0,1,5,12,345,4
54432,2010,1991,0,1,5,13,3367,3
20616,1987,1929,1,1,1,16,2000,3
47322,2006,1956,1,1,1,16,6395.625,3
3948,1974,1926,0,1,1,16,96450,4
28633,1993,1951,0,1,1,15,14738,NA
9210,1978,1946,0,1,5,14,33926,NA
17602,1985,1957,0,1,3,12,24543,2
19188,1986,1962,0,1,5,16,16563,NA
37860,1998,1961,1,2,3,12,22392,3
21009,1987,1959,1,1,5,15,37500,4
25405,1990,1931,0,1,1,12,28830,4
32109,1994,1948,0,1,1,14,24830,3
46959,2006,1977,0,1,1,16,25582.5,4
36863,1998,1951,1,1,1,14,16363,4
24787,1989,1965,1,1,1,16,10436,3
43907,2004,1963,1,2,5,13,8302.25,3
31694,1994,1947,1,1,1,9,6876,NA
9385,1978,1954,1,1,5,14,24879,NA
14219,1983,1930,0,1,1,18,48277,NA
16089,1984,1937,1,2,1,11,8254,3
11166,1980,1955,1,1,1,13,13595,4
19010,1986,1954,1,1,1,12,9173,NA
36684,1998,1940,1,2,1,18,18947,2
44115,2004,1975,0,3,1,5,16604.5,NA
43042,2002,1939,0,1,1,8,7039.125,2
21328,1987,1938,0,1,3,12,32500,2
11804,1980,1928,1,1,1,12,16994,4
8550,1977,1922,1,1,1,16,14446,3
11935,1980,1956,0,1,5,12,20770,4
24273,1989,1952,0,1,1,8,30150,3
39140,2000,1975,0,1,1,14,9143,3
25090,1990,1954,1,2,2,12,24395,3
33793,1996,1964,1,1,5,11,6525,4
10673,1980,1956,1,2,5,15,16994,2
46255,2004,1979,1,1,5,14,8302.25,NA
53910,2010,1980,0,1,1,15,19425,3
28286,1993,1930,0,1,1,17,100496,4
41287,2002,1965,1,1,4,14,17206.75,NA
18869,1986,1939,0,1,1,12,24207,NA
39527,2000,1966,1,2,1,12,21612,2
24318,1989,1953,0,1,1,14,34788,4
53816,2010,1974,0,1,1,14,34965,3
10857,1980,1958,0,1,5,14,9819,4
48419,2006,1984,0,1,3,13,9238.125,4
43651,2002,1961,0,1,3,9,2189.95,3
46430,2004,1944,0,1,1,16,134008.44,NA
54430,2010,1988,1,1,5,15,3885,3
18669,1986,1926,0,1,1,16,28029,NA
48567,2006,1984,1,1,5,15,3126.75,4
35053,1996,1959,1,1,1,17,17038,3
41866,2002,1948,1,3,1,11,1251.4,2
20873,1987,1928,0,1,1,10,23750,4
54025,2010,1984,0,1,1,7,11007.5,3
9666,1978,1939,1,1,1,13,20355,NA
18531,1985,1960,1,1,5,14,5806,3
48067,2006,1952,0,1,5,12,12080.625,2
28652,1993,1946,1,1,1,11,14738,NA
33938,1996,1965,1,1,1,14,8156,3
14639,1983,1956,1,3,1,12,5112,NA
33199,1996,1966,0,1,1,12,11781,3
44598,2004,1976,1,3,5,16,19623.5,NA
26645,1991,1957,0,1,1,14,17757,NA
39646,2000,1931,0,1,1,19,134018,3
51231,2008,1979,1,1,5,20,7363.125,4
12557,1982,1957,0,1,1,12,25619,3
30105,1994,1951,1,2,1,11,12415,3
34467,1996,1962,1,1,1,14,1450,4
45036,2004,1953,0,1,3,13,134008.44,NA
52364,2008,1957,1,1,1,13,7363.125,3
36200,1998,1957,1,1,1,10,1378,3
25841,1990,1961,0,1,1,12,28830,4
30762,1994,1953,0,2,3,18,34380,4
10541,1978,1923,1,1,1,12,9952,NA
16421,1984,1940,0,1,1,16,46773,4
44820,2004,1953,0,1,5,14,27171,2
39635,2000,1962,1,1,1,13,333,NA
17735,1985,1965,1,1,3,12,3695,3
9714,1978,1945,1,1,1,17,20355,NA
30502,1994,1960,1,1,1,13,24830,3
34534,1996,1942,1,2,1,8,13594,2
15130,1983,1939,1,1,1,12,15619,NA
